contig	pos	pvalue	adjust
989	52262	2.65744258849257e-10	0.000322386318901682
989	54402	2.17169433394643e-11	2.63458012275544e-05
989	54408	2.17169433394643e-11	2.63458012275544e-05
989	54553	1.42748946504431e-10	0.000173175170707118
989	54904	1.18177349340584e-08	0.0143366260465782
989	62705	3.91963312784758e-08	0.0475508333088266
989	62734	1.82015842777881e-08	0.0220811609586772
989	70862	1.12127066175144e-16	1.36026389695045e-10
989	71191	2.68764106186087e-11	3.26049831599121e-05
989	71221	1.12127066175144e-16	1.36026389695045e-10
989	72867	9.10794409855777e-10	0.00110492568434449
989	73062	6.92987558454936e-10	0.000840694391601813
989	88809	5.38251358188382e-10	0.000652976943929445
989	88887	7.56000110439172e-12	9.1713775397873e-06
989	94313	9.87566153100255e-09	0.0119806094080281
989	97621	1.29917280059973e-14	1.57608498718355e-08
989	98388	4.46581834849179e-12	5.41768520038107e-06
995	15413	1.30013451446679e-08	0.0157725168555282
995	21366	1.14195000544703e-09	0.00138535093935803
995	22653	2.47703175066453e-10	0.000300499868315993
995	47400	2.96591677653329e-09	0.00359808710786748
995	51293	4.47046205504765e-09	0.00542331868977078
995	6496	9.0263799934719e-12	1.09503077571805e-05
995	8313	1.3532215926839e-09	0.00164165400905652
995	95285	4.81174707240506e-13	5.83734690215283e-07
995	95726	1.57912307259541e-11	1.91570525990376e-05
995	96465	4.02742202279908e-09	0.00488584688984859
995	97572	1.00798804054321e-09	0.00122283565144479
996	131953	3.83551050567047e-08	0.046530303924016
996	22561	3.11322432966892e-18	3.77679252941621e-12
996	22692	3.11322432966892e-18	3.77679252941621e-12
998	20958	1.17424255443947e-10	0.000142452648370547
999	2120	2.98683225892327e-11	3.62346062075148e-05
999	8205	2.66967660503471e-12	3.23870482501483e-06
999	8279	2.6522863084483e-13	3.21760787366251e-07
999	8732	2.74617597248824e-10	0.000333150965014425
1000	1373	9.70963067383919e-11	0.000117791899038146
1003	14338	3.99360416666717e-26	4.84482092677144e-20
1005	28261	4.02120949367537e-09	0.00487831019120481
1005	73864	1.45384921261497e-11	1.76372990303779e-05
1005	88330	2.22267798103276e-08	0.0269643067929999
1008	105619	1.11771119186903e-12	1.35594574385996e-06
1008	108449	7.749928952051e-18	9.40178755853591e-12
1008	108848	4.29233367810348e-09	0.00520722313992285
1008	94221	2.42140954331283e-19	2.93752088042224e-13
1009	30558	4.73364513504066e-11	5.7425979273489e-05
1009	30866	3.73505168913354e-09	0.00453115928141391
1009	34301	1.55531646594762e-12	1.88682439408203e-06
1009	37651	1.13194145163478e-11	1.37320911234348e-05
1009	70559	1.04628749808773e-12	1.26929844686764e-06
1009	73800	2.23701064370543e-21	2.71381827735802e-15
1009	74164	1.95648667122426e-12	2.37350202276235e-06
1009	75852	1.90701587503895e-17	2.31348677372413e-11
1009	84397	1.39125386835018e-11	1.68779267411968e-05
1009	9519	1.98657340375045e-08	0.0241000159189284
1009	9520	1.98657340375045e-08	0.0241000159189284
1013	229073	2.69977401312398e-09	0.00327521734515129
1013	229426	9.37229756715376e-09	0.0113699559321047
1013	238547	9.38088429366859e-11	0.000113803728764426
1013	30475	3.31176464729541e-08	0.0401765072304318
1013	304848	2.65752118741232e-08	0.0322395854090332
1013	304905	2.65752118741232e-08	0.0322395854090332
1013	305293	2.41149443239246e-14	2.92549241318475e-08
1013	309326	1.01179029927126e-09	0.00122744834260943
1013	333503	6.06308279546081e-14	7.3553985778993e-08
1013	333551	1.20569919221671e-13	1.46268794654174e-07
1013	393524	4.52965039554172e-09	0.00549512272909946
1013	427576	1.26460722155963e-09	0.00153415192779896
1013	428099	2.48310177786857e-11	3.01236250631236e-05
1013	442548	7.85624804993447e-09	0.00953076804053776
1013	475194	1.03529628596513e-11	1.25596451283717e-05
1013	55883	1.16639727804095e-08	0.0141500902586899
1015	12292	4.05322471339804e-09	0.00491714929493526
1016	120629	9.64099476991361e-17	1.16959246001468e-10
1016	12147	1.02426257971251e-08	0.0124257902726533
1016	121649	3.26891696037328e-09	0.00396567026589204
1016	156211	1.80367051572832e-17	2.18811386780323e-11
1016	17115	1.19473290672664e-08	0.0144938425213089
1016	26643	1.16245457983578e-14	1.41022596125487e-08
1016	90559	1.21725247068023e-08	0.0147670374854336
1018	101789	3.58764291028086e-10	0.000435233105839267
1018	102490	2.61246310618393e-13	3.1692965549515e-07
1018	118402	4.34153150134477e-12	5.26690723319891e-06
1018	119789	9.42899957216038e-15	1.14387436859685e-08
1018	15197	2.36353667731023e-67	2.86731270239552e-61
1018	16301	2.36353667731023e-67	2.86731270239552e-61
1018	23610	2.21416220374095e-08	0.0268609980665731
1018	25557	8.11224414980884e-09	0.00984132842911985
1018	26743	4.58241630929369e-11	5.5591354335381e-05
1018	30830	4.58241630929369e-11	5.5591354335381e-05
1018	312587	2.08456566441931e-09	0.00252888041296196
1018	31279	4.58241630929369e-11	5.5591354335381e-05
1018	31587	4.58241630929369e-11	5.5591354335381e-05
1018	31619	4.64555825568869e-10	0.000563573577009746
1018	31656	4.58241630929369e-11	5.5591354335381e-05
1018	31659	4.58241630929369e-11	5.5591354335381e-05
1018	31826	4.58241630929369e-11	5.5591354335381e-05
1018	32187	1.82938481214633e-23	2.21930903793126e-17
1018	33498	4.46301113447099e-12	5.4142796427278e-06
1018	33856	4.35722099104624e-10	0.00052859408591828
1018	80675	2.74307667911955e-12	3.32774975789048e-06
1019	13298	1.04944581133643e-10	0.000127312993879374
1019	15075	2.72847832133933e-13	3.3100398331412e-07
1019	26323	1.21106251750567e-08	0.0146919443779942
1019	27502	6.57716370546857e-11	7.97905326347067e-05
1019	27680	4.04769082116614e-10	0.00049104358812436
1019	28344	6.23353652095382e-10	0.000756218366271252
1019	28345	6.23353652095382e-10	0.000756218366271252
1019	28427	2.98833638707047e-09	0.00362528534629261
1019	28497	7.86856999075611e-10	0.000954571634143582
1019	28504	7.86856999075611e-10	0.000954571634143582
1019	28595	6.94155136161051e-09	0.00842110832658098
1019	32951	2.62509495772409e-12	3.18462082248819e-06
1019	47230	3.81145804749451e-19	4.62385127302773e-13
1020	11546	6.85046809582129e-09	0.00831061111810512
1026	104874	1.03766070851123e-09	0.00125883290022686
1026	108057	6.02278589894289e-10	0.000730651259937307
1026	108138	4.53224091961152e-10	0.000549826541042212
1026	108141	4.53224091961152e-10	0.000549826541042212
1026	109880	7.11295839158315e-09	0.00862904990795714
1026	128556	2.20735660785091e-08	0.0267784363203129
1026	129029	2.30805219607523e-17	2.80000198140769e-11
1026	129831	9.22515352080056e-30	1.11914488679916e-23
1026	131059	2.28321152344656e-39	2.76986664361158e-33
1026	1370	2.53304986264328e-17	3.07295677561638e-11
1026	137773	3.47591940928229e-08	0.0421679425177376
1026	137866	3.52382504200491e-09	0.00427491073058305
1026	14287	5.23444017192191e-12	6.3501349223662e-06
1026	143204	2.78998978896595e-50	3.3846621625351e-44
1026	144559	2.51573235419114e-66	3.05194812682521e-60
1026	144921	2.93534526073969e-21	3.56099942634005e-15
1026	146359	1.71282286579611e-58	2.07790249552622e-52
1026	152222	4.03062506965312e-09	0.00488973265012433
1026	153200	2.887902729971e-08	0.0350344475735067
1026	157505	1.93591613766793e-08	0.0234854698283116
1026	15916	2.63737653489919e-17	3.19952015643028e-11
1026	171180	2.61121041040703e-11	3.16777685333323e-05
1026	172362	1.83575269915948e-12	2.22703420822183e-06
1026	172646	1.83575269915948e-12	2.22703420822183e-06
1026	185642	3.75638881891946e-18	4.55704431372805e-12
1026	2062	1.0855064891522e-14	1.31687676978255e-08
1026	21394	6.32248465873495e-10	0.000767009065132101
1026	22993	2.74676691735061e-17	3.33222655194931e-11
1026	23000	6.65124105316893e-16	8.06891982744662e-10
1026	240016	2.74613667617401e-10	0.000333146197801712
1026	242666	2.53969509393207e-09	0.00308101840472822
1026	242740	2.53969509393207e-09	0.00308101840472822
1026	244316	2.4094272865588e-10	0.000292298466555238
1026	244343	4.40606161433951e-39	5.34519161712791e-33
1026	255043	1.57494100120586e-09	0.00191063180090789
1026	255062	9.01525599577716e-13	1.09368127349971e-06
1026	255101	9.01525599577716e-13	1.09368127349971e-06
1026	257227	4.7110885625067e-11	5.71523353416219e-05
1026	257777	7.46137328432224e-12	9.0517276930091e-06
1026	275210	9.16356326524209e-10	0.00111167309574121
1026	284005	1.33886901823524e-09	0.00162424225512698
1026	29175	7.83237449385029e-14	9.50180595534201e-08
1026	300597	2.69889426670137e-08	0.0327415008517744
1026	30579	3.13018407077583e-08	0.0379736715454134
1026	30889	3.13018407077583e-08	0.0379736715454134
1026	331323	8.44074188512373e-09	0.0102398438142284
1026	333297	3.16100519540439e-10	0.000383475764777886
1026	341062	1.15732202861873e-09	0.00140399943240867
1026	344648	2.17087762044605e-08	0.0263358933085602
1026	4321	5.801123477157e-13	7.03760394069563e-07
1026	45754	5.08053571815253e-48	6.16342650379816e-42
1026	45807	5.08053571815253e-48	6.16342650379816e-42
1026	56740	7.64692294482982e-13	9.27682633590558e-07
1026	63258	2.85344353046733e-08	0.0346164075176879
1026	710	2.8980361316279e-13	3.51573804290372e-07
1026	71496	5.37420536714153e-10	0.000651969037012091
1026	72318	4.31626953889976e-26	5.23626080976855e-20
1026	75352	4.42835127669609e-17	5.37223220956748e-11
1026	79591	7.52925175734671e-11	9.13407412316637e-05
1026	80182	9.13372257675252e-09	0.0110805298753744
1026	82835	1.53451249808384e-22	1.86158616448792e-16
1026	8301	4.69423577817082e-13	5.69478866310904e-07
1026	8672	4.69423577817082e-13	5.69478866310904e-07
1026	8937	4.69423577817082e-13	5.69478866310904e-07
1026	89390	2.76643423273067e-08	0.0335608585726605
1026	93082	1.31859604018853e-09	0.00159964819317451
1026	941	2.53304986264328e-17	3.07295677561638e-11
1028	170407	2.37214881698196e-12	2.87776047657758e-06
1028	171263	9.3834104788561e-19	1.13834375053719e-12
1028	171503	2.24931438087984e-19	2.72874449459247e-13
1028	172251	9.43476318074235e-15	1.14457357789017e-08
1028	222924	2.55124412216687e-10	0.000309502905058612
1028	241299	1.08457310813563e-12	1.3157444432692e-06
1029	52038	9.55278279542065e-15	1.15889106843506e-08
1029	52119	1.64073168385559e-08	0.01990445438611
1029	71617	3.8672523928399e-10	0.000469153790411176
1029	73205	2.40640391578984e-11	2.91931687842086e-05
1029	77347	8.63103253112676e-12	1.04706939599738e-05
1037	101	1.0033638023317e-12	1.21722577997969e-06
1037	1169	1.699617455761e-18	2.06188241836918e-12
1037	130	2.81011516375028e-15	3.40907716032783e-09
1037	1416	1.699617455761e-18	2.06188241836918e-12
1037	166	2.81011516375028e-15	3.40907716032783e-09
1037	1767	4.39417770779052e-15	5.33077471531754e-09
1037	1786	4.39417770779052e-15	5.33077471531754e-09
1037	1805	1.699617455761e-18	2.06188241836918e-12
1037	1868	1.20852833264219e-16	1.46612010410321e-10
1037	1972	1.699617455761e-18	2.06188241836918e-12
1037	198	2.81011516375028e-15	3.40907716032783e-09
1037	201	1.699617455761e-18	2.06188241836918e-12
1037	2891	1.699617455761e-18	2.06188241836918e-12
1037	2956	1.699617455761e-18	2.06188241836918e-12
1037	30	1.0033638023317e-12	1.21722577997969e-06
1037	3143	1.699617455761e-18	2.06188241836918e-12
1037	3183	1.699617455761e-18	2.06188241836918e-12
1037	3226	1.699617455761e-18	2.06188241836918e-12
1037	3376	1.699617455761e-18	2.06188241836918e-12
1037	3470	1.699617455761e-18	2.06188241836918e-12
1037	378	1.56851865811574e-16	1.90284056749982e-10
1037	393	1.699617455761e-18	2.06188241836918e-12
1037	4095	1.699617455761e-18	2.06188241836918e-12
1037	4134	1.699617455761e-18	2.06188241836918e-12
1037	4178	1.699617455761e-18	2.06188241836918e-12
1037	4208	1.699617455761e-18	2.06188241836918e-12
1037	4257	4.46391181583415e-10	0.000541537229982012
1037	4359	1.699617455761e-18	2.06188241836918e-12
1037	4412	1.699617455761e-18	2.06188241836918e-12
1037	4530	1.699617455761e-18	2.06188241836918e-12
1037	4685	1.699617455761e-18	2.06188241836918e-12
1037	4870	1.699617455761e-18	2.06188241836918e-12
1037	4928	2.26239408263824e-13	2.74461206938217e-07
1037	499	1.699617455761e-18	2.06188241836918e-12
1037	501	1.699617455761e-18	2.06188241836918e-12
1037	5381	1.699617455761e-18	2.06188241836918e-12
1037	5403	1.699617455761e-18	2.06188241836918e-12
1037	5513	1.699617455761e-18	2.06188241836918e-12
1037	5516	1.699617455761e-18	2.06188241836918e-12
1037	556	1.699617455761e-18	2.06188241836918e-12
1037	5715	1.699617455761e-18	2.06188241836918e-12
1037	5756	1.699617455761e-18	2.06188241836918e-12
1037	5908	1.699617455761e-18	2.06188241836918e-12
1037	5931	1.699617455761e-18	2.06188241836918e-12
1037	6026	1.699617455761e-18	2.06188241836918e-12
1037	6051	1.699617455761e-18	2.06188241836918e-12
1037	6059	1.699617455761e-18	2.06188241836918e-12
1037	6213	1.699617455761e-18	2.06188241836918e-12
1037	6348	7.48182616901633e-10	0.000907654000781132
1037	70	1.0033638023317e-12	1.21722577997969e-06
1037	82	1.0033638023317e-12	1.21722577997969e-06
1038	75829	3.48715491748974e-08	0.0423042455237809
1040	14967	2.29280157227853e-10	0.000278150076340183
1040	27754	4.61846517468366e-09	0.00560286793434161
1040	33513	1.10931649494194e-11	1.34576175925634e-05
1040	33670	1.10931649494194e-11	1.34576175925634e-05
1040	68662	5.14456774244311e-09	0.00624110663390615
1040	7107	2.08012832410391e-13	2.52349727574503e-07
1041	122121	3.69729526321512e-16	4.48535526209311e-10
1041	144750	3.31166746337275e-10	0.000401753282485333
1041	176277	1.39683168585702e-09	0.00169455937553901
1041	176278	2.31302917714669e-09	0.00280603978110962
1041	2400	3.63721753673688e-08	0.0441247226860467
1041	280813	5.11254199354034e-09	0.0062022547567535
1041	294283	2.24306878062812e-10	0.000272116767587509
1041	305684	7.17596920767782e-09	0.00870549116444831
1041	306057	5.03415220975991e-09	0.00610715658250918
1041	306561	7.99266343472928e-09	0.00969625968252465
1041	311048	2.13353845677609e-23	2.58829151114563e-17
1041	312343	3.65019995090131e-08	0.0442822181943616
1041	314090	2.83770862757732e-14	3.44255203300229e-08
1041	314785	2.4026791030608e-09	0.0029147981404827
1041	314987	1.79313109058006e-09	0.00217532801688175
1041	319986	5.78953261939919e-10	0.000702354254956104
1041	372543	2.18474675092861e-08	0.0265041459715529
1041	383264	2.25826101041174e-13	2.73959805347595e-07
1041	383281	2.25826101041174e-13	2.73959805347595e-07
1041	38376	1.73270636515838e-08	0.0210202406336007
1041	386620	5.35085196451133e-11	6.4913593064871e-05
1041	388271	4.01292069363292e-10	0.000486825467487731
1041	388472	4.01292069363292e-10	0.000486825467487731
1041	388491	3.35644503888213e-09	0.00407185451669466
1041	40925	2.17672269901544e-17	2.64068025869709e-11
1041	61463	1.03089275987691e-08	0.0125062239718088
1041	92040	2.92527382515053e-19	3.54878131461224e-13
1041	92463	7.37215727951182e-11	8.94349574285336e-05
1041	92514	4.62742791168535e-22	5.61374103392152e-16
1043	4297	1.41137170658438e-09	0.0017121985289843
1045	16369	2.008379467564e-09	0.00243645550917793
1045	16391	1.14111134470528e-09	0.00138433352227249
1045	16770	3.13942914649141e-25	3.80858277192032e-19
1045	17240	2.4534063103481e-08	0.0297633759836724
1045	25187	7.47136775557836e-09	0.00906385243584111
1045	25290	7.47136775557836e-09	0.00906385243584111
1045	25778	3.05986116636333e-08	0.0371205527466784
1045	25786	3.05986116636333e-08	0.0371205527466784
1046	100417	3.89787294287744e-10	0.000472868507128705
1046	133610	8.02109991863216e-10	0.000973075726078901
1046	141614	7.14313554265762e-09	0.00866565916789738
1046	141674	7.14313554265762e-09	0.00866565916789738
1046	147129	4.07488594891466e-09	0.00494342751449608
1046	30329	5.87232731526571e-09	0.00712398452087801
1046	62374	2.0501619502603e-39	2.48714371914853e-33
1046	64626	3.9367083696495e-13	4.77579807509844e-07
1046	87910	1.68779027444012e-33	2.04753433248566e-27
1046	89291	3.3546824977959e-34	4.0697162987886e-28
1046	91495	7.48085535106534e-33	9.07536226486816e-27
1046	92518	5.44334453606674e-20	6.60356620720669e-14
1046	93013	4.46099284260556e-35	5.41183116204272e-29
1046	93397	2.60993741486081e-28	3.16623252515131e-22
1047	2152	1.42270516026808e-17	1.72594765165342e-11
1047	5525	3.19928308221755e-08	0.0388119427477681
1048	54651	1.21853026073776e-08	0.0147825389316271
1048	54655	1.21853026073776e-08	0.0147825389316271
1056	129306	3.00195673506522e-08	0.0364180880336069
1056	133511	1.17756074198456e-09	0.00142855192633486
1056	13818	4.51149389498211e-11	5.47309626122808e-05
1056	14183	2.48685935597981e-13	3.01692099341013e-07
1056	146342	1.8228164927803e-16	2.21134071413395e-10
1056	146984	1.47382109252176e-09	0.00178795868928731
1056	149169	2.67182074278652e-18	3.24130597500775e-12
1056	151606	1.54246778042319e-08	0.0187123707548148
1056	15275	6.2895658220836e-09	0.00763015532923161
1056	41867	1.15875000528707e-08	0.0140573177516398
1056	53328	2.0094736638639e-09	0.00243778292794817
1056	53336	2.0094736638639e-09	0.00243778292794817
1056	53601	2.30167901574793e-09	0.00279227038955952
1056	53768	2.17622325760487e-12	2.64007436384706e-06
1056	53907	1.06373193684835e-08	0.0129046108052789
1056	56199	1.02247367373433e-10	0.000124040882492243
1056	56440	4.89686253974635e-11	5.94060430578059e-05
1056	56607	5.1107537039006e-09	0.00620008530211849
1056	56639	1.98190157518387e-11	2.40433398642644e-05
1056	66735	2.04906992990068e-09	0.00248581894010936
1056	66830	7.65501828787727e-12	9.28664716084687e-06
1056	66848	7.65501828787727e-12	9.28664716084687e-06
1057	1217	3.86406653516034e-10	0.000468767299679709
1057	126955	8.33496950625093e-09	0.0101115265816608
1057	65822	6.38257568809807e-11	7.74298978313774e-05
1057	8378	1.53586490864101e-11	1.8632268345933e-05
1057	92318	5.91230845669895e-13	7.17248744270205e-07
1057	94885	4.17175297238878e-09	0.00506094125968859
1058	23783	2.10056176158629e-09	0.00254828599825959
1058	28565	1.27287679345683e-08	0.0154418411759819
1058	32495	7.30502964879714e-12	8.86206019329e-06
1059	154	2.82695704036043e-09	0.00342950879872805
1061	10886	1.47271305950247e-09	0.00178661448457012
1061	9653	3.51092552554408e-08	0.0425926174668617
1062	118636	3.96797305634015e-08	0.0481372667343377
1062	118641	2.53402112435013e-08	0.0307413505689974
1062	118765	8.73683717741562e-10	0.00105990503375959
1062	120847	1.98848258853538e-08	0.0241231770986876
1062	57878	6.25665815919321e-11	7.59023356253444e-05
1062	64776	1.89068758370444e-23	2.29367818873313e-17
1062	65102	1.26774634702611e-13	1.53796014216299e-07
1062	65120	1.26774634702611e-13	1.53796014216299e-07
1062	65453	3.79387127221721e-08	0.0460251596453395
1062	72662	1.14314697396136e-10	0.000138680303572635
1062	74598	1.54576008030802e-19	1.87523111262528e-13
1062	75151	7.55642174307824e-18	9.16703525550665e-12
1062	77138	1.81126493441081e-19	2.19732699885581e-13
1062	82318	9.35634268296248e-12	1.13506003441225e-05
1062	89438	2.6520161571814e-11	3.21728014100383e-05
1063	12636	1.51759698151756e-10	0.000184106519014311
1063	13215	5.20405041555833e-10	0.000631326774138251
1063	13372	3.54321813977598e-09	0.00429843737017853
1063	13395	3.54321813977598e-09	0.00429843737017853
1063	15011	5.73864148014559e-10	0.000696180421843122
1063	29789	1.15001257557192e-09	0.00139513200599219
1063	30531	3.2451495263494e-10	0.000393683692214314
1063	30553	5.28614167402302e-10	0.000641285634113266
1063	31693	9.17802799757559e-13	1.11342787751188e-06
1063	31755	4.07052978030799e-12	4.93814285033174e-06
1063	361	1.95838032271904e-15	2.37579929660499e-09
1063	412	1.95838032271904e-15	2.37579929660499e-09
1063	64623	2.2604043680097e-15	2.74219825702912e-09
1063	946	3.93006256922686e-08	0.0476773575554472
1065	15427	4.70781079991565e-12	5.71125713286368e-06
1065	25073	1.6851483418185e-12	2.04432928513541e-06
1065	32161	4.38598015663686e-16	5.32082989712322e-10
1065	87331	2.20531937098468e-13	2.67537216831321e-07
1065	87948	1.47648480216415e-09	0.00179119015532143
1065	88216	7.74356711157506e-09	0.00939406972357173
1065	88548	7.44876348298242e-09	0.00903643017556271
1066	2348	1.30933094295192e-08	0.0158840828678741
1067	34787	1.01555177004684e-09	0.00123201155207348
1068	26914	2.89296013370559e-10	0.000350958012140427
1068	28090	5.57577752144683e-11	6.76422662125562e-05
1068	28515	5.57577752144683e-11	6.76422662125562e-05
1068	29337	1.4155697485735e-09	0.0017172913626332
1068	29911	3.59574011313537e-09	0.00436215413954961
1068	50020	2.50516584079902e-08	0.0303912941393613
1068	50110	3.42067500595865e-08	0.0414977478010371
1068	56963	1.43150749569177e-08	0.01736626160861
1068	56980	3.47677806372097e-08	0.0421783592411278
1068	59496	1.04574908064618e-09	0.00126864526844051
1068	59811	4.16053139379942e-10	0.00050473278577308
1068	62280	5.98629102044369e-09	0.00726223901999616
1068	62283	5.98629102044369e-09	0.00726223901999616
1068	62348	3.38481910785301e-08	0.0410627637659634
1068	62846	5.98629102044369e-09	0.00726223901999616
1068	70231	1.55327774162715e-10	0.000188435112586626
1068	70388	1.55327774162715e-10	0.000188435112586626
1068	70463	1.55327774162715e-10	0.000188435112586626
1068	70594	1.41745605186746e-10	0.000171957972204276
1068	70653	5.13216350102348e-10	0.000622605849044913
1068	70803	1.39015101253211e-09	0.00168645475009827
1068	70849	4.57853478893753e-10	0.000555442658652562
1068	71141	1.6325841082509e-09	0.00198056124800404
1068	87420	1.50586575867101e-09	0.00182683351580294
1068	95824	3.06811068594163e-09	0.00372206313809666
1071	21243	1.51311481719937e-08	0.0183562767491133
1071	23338	5.72412542216811e-16	6.94419413527613e-10
1071	2832	2.91609253930189e-13	3.5376430835914e-07
1071	4764	2.21440259185739e-08	0.0268639143229884
1071	5453	2.45008355902422e-08	0.0297230661921244
1071	7041	3.597199872552e-13	4.36392503938709e-07
1071	7162	1.32669588870379e-14	1.60947448390156e-08
1071	9122	5.90253060271681e-35	7.16062548803289e-29
1072	1056	1.04474587115259e-10	0.000126742822985941
1072	11204	1.33637078529124e-09	0.00162121153632214
1072	11845	6.41350409185735e-11	7.78051042151628e-05
1072	14956	2.60845336286739e-08	0.0316443215489576
1072	16197	4.06131624654436e-14	4.92696549791406e-08
1072	1746	1.43552518009394e-10	0.000174150019460506
1072	17791	1.49248005840123e-15	1.81059472044916e-09
1072	1794	1.43552518009394e-10	0.000174150019460506
1072	19113	1.62781731504821e-12	1.97477843666416e-06
1072	1947	5.69475007717463e-12	6.90855758237402e-06
1072	2003	5.69475007717463e-12	6.90855758237402e-06
1072	2061	5.69475007717463e-12	6.90855758237402e-06
1072	20822	1.02837427313423e-16	1.24756710758142e-10
1072	2103	5.37194459905676e-10	0.000651694773062271
1072	21299	1.02837427313423e-16	1.24756710758142e-10
1072	2134	5.69475007717463e-12	6.90855758237402e-06
1072	2153	5.69475007717463e-12	6.90855758237402e-06
1072	21739	1.02837427313423e-16	1.24756710758142e-10
1072	2241	1.43552518009394e-10	0.000174150019460506
1072	2260	1.43552518009394e-10	0.000174150019460506
1072	22801	2.67011521329305e-14	3.2392369204304e-08
1072	2358	1.46717129442937e-09	0.00177989151998051
1072	2453	1.43552518009394e-10	0.000174150019460506
1072	2472	1.43552518009394e-10	0.000174150019460506
1072	2511	1.43552518009394e-10	0.000174150019460506
1072	2797	2.14893538068195e-14	2.6069702123974e-08
1072	2811	2.14893538068195e-14	2.6069702123974e-08
1072	2857	2.14893538068195e-14	2.6069702123974e-08
1072	2989	2.14893538068195e-14	2.6069702123974e-08
1072	3142	1.23805806707669e-12	1.50194395378375e-06
1072	564	2.12339039848294e-10	0.000257598044496759
1072	815	2.12339039848294e-10	0.000257598044496759
1072	863	2.12339039848294e-10	0.000257598044496759
1072	935	5.69475007717463e-12	6.90855758237402e-06
1072	960	1.20878313374867e-10	0.000146642921479153
1075	1871	3.60623307048319e-12	4.37488361829133e-06
1075	1899	3.60623307048319e-12	4.37488361829133e-06
1075	26356	3.05085999271556e-11	3.70113554586291e-05
1075	28028	3.79485294407306e-12	4.60370687483752e-06
1075	29448	3.88463258518907e-11	4.7126225975592e-05
1075	30358	9.71610343970315e-12	1.17870423073587e-05
1075	30777	2.43503562178602e-09	0.0029540512893916
1075	31510	2.39319556380962e-09	0.00290329323225782
1075	32556	1.07973269130269e-09	0.0013098723157904
1075	33203	3.79172307230978e-12	4.59990988655725e-06
1075	33387	3.79172307230978e-12	4.59990988655725e-06
1075	4281	2.5642957110234e-24	3.11086252034948e-18
1075	4312	4.71722986311043e-09	0.0057226838222831
1075	4321	4.91749021183876e-21	5.96562866304113e-15
1075	4353	1.58438011609237e-20	1.92208281593688e-14
1077	10740	1.9034069716539e-28	2.30910865062707e-22
1077	11746	1.9034069716539e-28	2.30910865062707e-22
1077	12100	2.66244477199054e-23	3.22993156291646e-17
1077	12396	3.78676065905408e-09	0.00459388975972816
1077	13825	4.39620321929082e-50	5.33323195446656e-44
1077	14297	4.79274728258881e-31	5.81429740213621e-25
1077	14358	4.79274728258881e-31	5.81429740213621e-25
1077	27146	2.89970422112528e-08	0.0351776167733703
1077	49954	3.7040430335323e-17	4.49354128591454e-11
1077	50755	9.23793155825347e-10	0.00112069504802374
1077	54023	1.36341733204458e-15	1.65402291928322e-09
1077	7112	2.7687414622632e-14	3.35888486123729e-08
1077	7209	6.14782234844922e-19	7.45819994290943e-13
1077	9205	1.9034069716539e-28	2.30910865062707e-22
1081	5250	2.34855851397331e-11	2.84914201843415e-05
1081	5999	3.96448713437207e-10	0.00048094977446278
1082	2114	1.42367585989437e-08	0.0172712525105156
1082	2491	1.42367585989437e-08	0.0172712525105156
1082	2517	1.42367585989437e-08	0.0172712525105156
1082	2623	1.86184482997296e-08	0.0225868774625755
1082	2650	1.86184482997296e-08	0.0225868774625755
1083	11575	8.23608990639651e-11	9.9915712894954e-05
1083	13311	4.94394822043207e-13	5.99772606387607e-07
1083	14848	2.95467375219211e-13	3.5844476891031e-07
1083	2667	3.88731516542099e-08	0.0471587695635464
1083	3465	2.25917058272432e-08	0.0274070149657909
1083	9153	1.96132802375817e-12	2.3793752853821e-06
1083	9556	3.54900743314958e-12	4.30546062248825e-06
1084	13629	4.9894263008919e-10	0.00060528975697955
1084	14355	4.92454855058259e-13	5.97419145139651e-07
1084	14618	3.82780911963853e-10	0.000464368749444388
1084	14648	7.81541470664368e-11	9.48123127429124e-05
1084	15227	4.75213941533712e-10	0.000576503417101915
1084	20784	2.89614200320312e-11	3.51344019047585e-05
1088	130087	1.87288189951876e-09	0.00227207731199169
1088	184976	8.80048092579626e-09	0.0106762594327251
1088	57384	4.53481225371523e-10	0.000550138481153336
1091	10062	9.34020688674875e-13	1.13310252836248e-06
1091	10511	1.699617455761e-18	2.06188241836918e-12
1091	11358	9.17989503942896e-10	0.00111365437676081
1091	11572	1.42218097115928e-10	0.000172531173425702
1091	1304	1.41957845767575e-13	1.72215450803705e-07
1091	16586	1.699617455761e-18	2.06188241836918e-12
1091	17196	1.699617455761e-18	2.06188241836918e-12
1091	17278	1.699617455761e-18	2.06188241836918e-12
1091	17397	1.699617455761e-18	2.06188241836918e-12
1091	17498	1.699617455761e-18	2.06188241836918e-12
1091	1774	2.53722002490101e-09	0.00307801578710854
1091	17829	1.699617455761e-18	2.06188241836918e-12
1091	17851	1.699617455761e-18	2.06188241836918e-12
1091	18414	1.699617455761e-18	2.06188241836918e-12
1091	2038	5.4552751837149e-10	0.000661803981274782
1091	20647	1.699617455761e-18	2.06188241836918e-12
1091	20917	1.699617455761e-18	2.06188241836918e-12
1091	21174	1.699617455761e-18	2.06188241836918e-12
1091	21225	1.699617455761e-18	2.06188241836918e-12
1091	21660	2.00729422119768e-08	0.0243513894797486
1091	21866	1.699617455761e-18	2.06188241836918e-12
1091	21965	1.64532268045609e-09	0.0019960149831819
